Blunt Object,Category of Force Event - Measured at Event Level,Disposition/Custody,DOW,Firearm,Firearm - Implied,Firearm - Replica,Force Applied - 1,Force Applied - 2,Force Applied - 3,Force Applied - 4,Force Applied - 5,Force Applied - 6,Force Applied - 7,Force Applied - 8,Hour (6Hr),Initial Call Category,Initial Call type,Knife / Edged Weapon / Stabbing Instrument,"Mental Health Crisis - Prior to Force, Perceived Lack of Compliance",Month,Needle / Spit / Bodily Fluids,No weapon (unarmed),Officer,Officer Precinct,Officer Tenure,Other Weapon,Record ID,Subject,Subject - Race,Subject - Sex,Subject - Transient,Subject Age,Subject Instance,Subject Resistance - 1,Subject Resistance - 2,Subject Resistance - 3,Subject Resistance - 4,Subject Resistance - 5,Subject Resistance - 6,Subject Resistance - 7,Subject Resistance - 8,Type of Call,"Under the Influence of Alcohol - Prior to Force, Perceived Condition","Under the Influence of Drugs - Prior to Force, Perceived Condition",Weapon Present or reported but not used or threatened use,Year,Record Count,Record Count
,,Arrest-Misdemeanor,SAT,,,,Takedown,,,,,,,,-,Assist,MEDICAL ASSIST,,,July,,,213461,East Precinct,1.693483638,,577517753,1692187,Black,Male,No,21.238689117,1692187577517753,Active,,,,,,,,Dispatched,Yes,,Weapon Present or reported but not used or threatened use,2017,1,1
,,Arrest-Misdemeanor,SAT,,,,Takedown,,,,,,,,-,Unwanted Person,UNWANTED PERSON,,,July,,No weapon (unarmed),536699,East Precinct,12.128143075,,405517851,3497812,White,Female,Yes,26.928143075,3497812405517851,Active,,,,,,,,Dispatched,,Yes,,2017,1,1
,,Arrest-Misdemeanor,SAT,,,,Takedown,,,,,,,,-,Unwanted Person,UNWANTED PERSON,Knife / Edged Weapon / Stabbing Instrument,No,July,,,591801,Central Precinct,3.306269026,,511517772,535640,White,Male,Yes,35.240515601,535640511517772,Active,,,,,,,,Self-Initiated,Yes,Yes,,2017,1,1
,,Arrest-Other Agency,SAT,,,,PFA,,,,,,,,-,Assist,ASSIST - CITIZEN OR AGENCY,,,August,,No weapon (unarmed),606800,Central Precinct,13.930867580,,901518296,419931,White,Male,Yes,36.007579909,419931901518296,Active,,,,,,,,Self-Initiated,,,,2017,1,1
,,Arrest-Other Agency,SAT,,,,PFA,,,,,,,,-,Assist,ASSIST - CITIZEN OR AGENCY,,,August,,No weapon (unarmed),606800,Central Precinct,13.930867580,,901518296,156630,White,Male,Yes,47.687031963,156630901518296,Active,,,,,,,,Dispatched,,,,2017,1,1
,,Detained and Released,SAT,,,,PFA,,,,,,,,-,Shots Fired,SHOTS FIRED,,,July,,,353581,North Precinct,6.526674277,,841517936,1371880,Hispanic,Male,No,22.841742770,1371880841517936,Active,,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2017,1,1
,II,,Sunday,,,,FD - animal agg.,FD - animal agg.,FD - animal agg.,FD - animal agg.,,,,,1200-1759,Assist,FIRE RELATED,,,October,,No weapon (unarmed),1090651,East Precinct,7.441666667,,788529285,3731455,,,,,7885292853731455,Aggressive,Aggressive,Aggressive,Aggressive,,,,,Dispatched,,,,2018,1,1
,II,Arrest-Felony,Sunday,,,,CEW,,,,,,,,0000-0559,Stolen Vehicle,VEHICLE RECOVERED,,,November,,,232271,East Precinct,2,,307539720,614084,White,Male,Yes,43,308153804,Active,,,,,,,,Self-Initiated,,,Weapon Present or reported but not used or threatened use,2019,1,1
,II,Arrest-Felony,Sunday,,,,CEW,,,,,,,,-,Disturbance,DISTURBANCE - PRIORITY,,,December,,No weapon (unarmed),571001,Central Precinct,2.311358447,,1002519837,523964,Black,Male,Yes,27.936015982,5239641002519837,Aggressive,,,,,,,,Dispatched,,Yes,,2017,1,1
,II,Arrest-Felony,Sunday,,,,CEW,CEW,Baton - pry,Resisted HC,Hobble,Control Against Resistance,,,-,Disturbance,DISTURBANCE - PRIORITY,,,December,,No weapon (unarmed),809721,Central Precinct,5.445605023,,1002519837,523964,Black,Male,Yes,27.936015982,5239641002519837,Aggressive,Aggressive,Active,Active,Active,Active,,,Dispatched,,Yes,,2017,1,1
,II,Arrest-Felony,Sunday,,,,Control Against Resistance,,,,,,,,-,Disturbance,DISTURBANCE - PRIORITY,,,December,,No weapon (unarmed),327581,Central Precinct,2.829183790,,1002519837,523964,Black,Male,Yes,27.936033105,5239641002519837,Active,,,,,,,,Dispatched,,Yes,,2017,1,1
,II,Arrest-Felony,Sunday,,,,Control Against Resistance,,,,,,,,-,Disturbance,DISTURBANCE - PRIORITY,,,December,,No weapon (unarmed),884731,Central Precinct,5.303143075,,1002519837,523964,Black,Male,Yes,27.936019787,5239641002519837,Active,,,,,,,,Dispatched,,Yes,,2017,1,1
,II,Arrest-Felony,Sunday,,,,Control Against Resistance,,,,,,,,-,Disturbance,DISTURBANCE - PRIORITY,,,December,,No weapon (unarmed),650810,Central Precinct,14.240154110,,1002519837,523964,Black,Male,Yes,27.936044521,5239641002519837,Active,,,,,,,,Dispatched,,Yes,,2017,1,1
,II,Arrest-Felony,Sunday,,,,Control Against Resistance,Resisted HC,Control Against Resistance,,,,,,1200-1759,Disturbance,DISTURBANCE - PRIORITY,,,January,Needle / Spit / Bodily Fluids,,713512,Central Precinct,0,Pepper spray,12555768,607350,White,Female,No,23,13163118,Active,Active,Aggressive,,,,,,Dispatched,,,,2021,1,1
,II,Arrest-Felony,Sunday,,,,Control Against Resistance,Strikes/kicks,CEW,CEW,CEW,,,,1800-2359,Welfare Check,WELFARE CHECK - PRIORITY,,,March,Needle / Spit / Bodily Fluids,,427191,East Precinct,3,,841556506,442661,Hispanic,Male,No,26,841999167,Aggressive,Aggressive,Aggressive,Aggressive,Aggressive,,,,Dispatched,Yes,,,2021,1,1
,II,Arrest-Felony,Sunday,,,,Control Against Resistance,Takedown (II and III),Strikes/kicks,Strikes/kicks,Strikes/kicks,Resisted HC,,,1800-2359,Welfare Check,WELFARE CHECK - PRIORITY,,,March,Needle / Spit / Bodily Fluids,,239271,East Precinct,3,,841556506,442661,Hispanic,Male,No,26,841999167,Aggressive,Aggressive,Aggressive,Aggressive,Aggressive,Active,,,Dispatched,Yes,,,2021,1,1
,II,Arrest-Felony,Sunday,,,,K9,,,,,,,,0000-0559,Stolen Vehicle,ROLLING STOLEN *H,,,April,,No weapon (unarmed),757219,TOD,19,,913537047,470595,White,Male,Yes,26,914007642,Active,,,,,,,,Dispatched,,,,2019,1,1
,II,Arrest-Felony,Sunday,,,,K9,,,,,,,,0000-0559,Stolen Vehicle,VEHICLE RECOVERED,,,November,,,784419,K9,17,,307539720,614084,White,Male,Yes,43,308153804,Active,,,,,,,,Self-Initiated,,,Weapon Present or reported but not used or threatened use,2019,1,1
,II,Arrest-Felony,Sunday,,,,K9,,,,,,,,0600-1159,Stolen Vehicle,VEHICLE STOLEN - COLD,,,February,,No weapon (unarmed),784419,K9,16.195679224,,390525901,3732543,White,Female,Yes,27.264172374,3732543390525901,Active,,,,,,,,Dispatched,,,,2018,1,1
,II,Arrest-Felony,Sunday,,,,Less Lethal,,,,,,,,1200-1759,Restraining Order Violation,RESTRAINING ORDER VIOLATION - WITH WEAPON *H,Knife / Edged Weapon / Stabbing Instrument,Yes,June,,,751121,East Precinct,4,,617557214,521582,Black,Male,Yes,25,618078796,Aggressive,,,,,,,,Dispatched,,Yes,Weapon Present or reported but not used or threatened use,2021,1,1
,II,Arrest-Felony,Sunday,,,,PFA,,,,,,,,0000-0559,Stolen Vehicle,VEHICLE RECOVERED,,,November,,,269171,East Precinct,2,,307539720,614084,White,Male,Yes,43,308153804,Aggressive,,,,,,,,Self-Initiated,,,Weapon Present or reported but not used or threatened use,2019,1,1
,II,Arrest-Felony,Sunday,,,,PFA,,,,,,,,0600-1159,Stolen Vehicle,VEHICLE STOLEN - COLD,,,February,,No weapon (unarmed),571001,Central Precinct,2.444992390,,390525901,3732543,White,Female,Yes,27.264170472,3732543390525901,Active,,,,,,,,Dispatched,,,,2018,1,1
,II,Arrest-Felony,Sunday,,,,PFA,Control Against Resistance,,,,,,,0000-0559,Stolen Vehicle,VEHICLE RECOVERED,,,November,,,717111,East Precinct,3,,307539720,614084,White,Male,Yes,43,308153804,Aggressive,Active,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2019,1,1
,II,Arrest-Felony,Sunday,,,,Resisted HC,CEW,CEW,CEW,CEW,CEW,,,-,Unwanted Person,UNWANTED PERSON,,,December,,No weapon (unarmed),809721,Central Precinct,5.483232496,,618519984,268548,White,Male,Yes,33.691451674,268548618519984,Active,Aggressive,Aggressive,Aggressive,Aggressive,Active,,,Self-Initiated,,Yes,,2017,1,1
,II,Arrest-Felony,Sunday,,,,Resisted HC,Control Against Resistance,,,,,,,-,Robbery,ROBBERY - COLD,,,December,,No weapon (unarmed),910631,North Precinct,6.780011416,,924519757,3816028,Black,Male,No,13.782751142,3816028924519757,Active,Active,,,,,,,Dispatched,,,,2017,1,1
,II,Arrest-Felony,Sunday,,,,Resisted HC,Control Against Resistance,,,,,,,-,Robbery,ROBBERY - COLD,,,December,,No weapon (unarmed),552100,North Precinct,11.881381279,,924519757,3816028,Black,Male,No,13.782751142,3816028924519757,Active,Active,,,,,,,Dispatched,,,,2017,1,1
,II,Arrest-Felony,Sunday,,,,Resisted HC,Control Against Resistance,Hobble,Takedown (IV),,,,,1200-1759,Disturbance,DISTURBANCE - PRIORITY,,,January,Needle / Spit / Bodily Fluids,,967940,North Precinct,12,Pepper spray,12555768,607350,White,Female,No,23,13163118,Aggressive,Active,Aggressive,Active,Null,Null,Null,Null,Dispatched,,,,2021,1,1
,II,Arrest-Felony,Sunday,,,,Resisted HC,Strikes/kicks,,,,,,,-,Unwanted Person,UNWANTED PERSON,,,December,,No weapon (unarmed),571001,Central Precinct,2.348985921,,618519984,268548,White,Male,Yes,33.691451674,268548618519984,Active,Aggressive,,,,,,,Self-Initiated,,Yes,,2017,1,1
,II,Arrest-Felony,Sunday,,,,Strikes/kicks,Strikes/kicks,Strikes/kicks,Resisted HC,,,,,0000-0559,Traffic Stop,TRAFFIC STOP,,,March,,No weapon (unarmed),1102751,East Precinct,6,,94536368,559267,Hispanic,Male,No,26,95095635,Aggressive,Aggressive,Aggressive,Active,,,,,Self-Initiated,,,,2019,1,1
,II,Arrest-Felony,Sunday,,,,Takedown (II and III),Control Against Resistance,Strikes/kicks,Strikes/kicks,Strikes/kicks,Strikes/kicks,Control Against Resistance,,0000-0559,Traffic Stop,TRAFFIC STOP,,,March,,No weapon (unarmed),269171,East Precinct,2,,94536368,559267,Hispanic,Male,No,26,95095635,Active,Active,Aggressive,Aggressive,Aggressive,Aggressive,Active,,Self-Initiated,,,,2019,1,1
,II,Arrest-Felony,Sunday,,,,Takedown (II and III),Strikes/kicks,Strikes/kicks,Strikes/kicks,Strikes/kicks,Strikes/kicks,Strikes/kicks,Strikes/kicks,1200-1759,Disturbance,DISTURBANCE - PRIORITY,,,January,Needle / Spit / Bodily Fluids,,967940,North Precinct,12,Pepper spray,12555768,607350,White,Female,No,23,13163118,Aggressive,Aggressive,Aggressive,Aggressive,Aggressive,Aggressive,Aggressive,Aggressive,Dispatched,,,,2021,1,1
,II,Arrest-Felony,Sunday,Firearm,,,CEW,,,,,,,,1200-1759,Behavioral Health,ECIT,,Yes,November,,,776021,East Precinct,3.130555556,,854529696,362960,White,Male,No,42.819444444,854529696362960,Aggressive,,,,,,,,Dispatched,Yes,,,2018,1,1
,II,Arrest-Felony,Sunday,Firearm,,,Control Against Resistance,,,,,,,,1200-1759,Behavioral Health,ECIT,,Yes,November,,,756219,East Precinct,19.247222222,,854529696,362960,White,Male,No,42.819444444,854529696362960,Active,,,,,,,,Dispatched,Yes,,,2018,1,1
,II,Arrest-Felony,Sunday,Firearm,,,K9,,,,,,,,0000-0559,Subject Stop,PERSON CONTACT (86),,,November,,,903731,K9,8,,354549031,244202,Black,Male,No,38,354793233,Active,,,,,,,,Self-Initiated,,,,2020,1,1
,II,Arrest-Felony,Sunday,Firearm,,,K9,,,,,,,,1800-2359,Traffic Stop,TRAFFIC STOP,,,April,,,772720,K9,15.027389650,,550526743,247689,Black,Male,No,31.720540335,550526743247689,Active,,,,,,,,Self-Initiated,,,,2018,1,1
,II,Arrest-Felony,Sunday,Firearm,,,PFA,,,,,,,,1200-1759,Behavioral Health,ECIT,,,November,,,1090651,East Precinct,7.536111111,,854529696,362960,White,Male,No,42.819444444,854529696362960,Aggressive,,,,,,,,Dispatched,Yes,,,2018,1,1
,II,Arrest-Felony,Sunday,Firearm,,,PFA,,,,,,,,1200-1759,Behavioral Health,ECIT,,Yes,November,,,1053550,Central Precinct,16.988888889,,854529696,362960,White,Male,No,42.819444444,854529696362960,Active,,,,,,,,Dispatched,Yes,,,2018,1,1
,II,Arrest-Felony,Sunday,Firearm,,,PFA,,,,,,,,1200-1759,Behavioral Health,ECIT,,Yes,November,,,973138,East Precinct,26.702777778,,854529696,362960,White,Male,No,42.819444444,854529696362960,Aggressive,,,,,,,,Dispatched,Yes,,,2018,1,1
,II,Arrest-Felony,Sunday,Firearm,,,PFA,Resisted HC,,,,,,,1200-1759,Behavioral Health,ECIT,,Yes,November,,,716808,East Precinct,27.222222222,,854529696,362960,White,Male,No,42.819444444,854529696362960,Aggressive,Active,,,,,,,Dispatched,Yes,,,2018,1,1
,II,Arrest-Felony,Sunday,Firearm,,,Resisted HC,,,,,,,,1200-1759,Behavioral Health,ECIT,,Yes,November,,,651810,East Precinct,15.166666667,,854529696,362960,White,Male,No,42.819444444,854529696362960,Active,,,,,,,,Dispatched,Yes,,,2018,1,1
,II,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,,,,,,,,-,Disturbance,DISTURBANCE - PRIORITY,,,November,,No weapon (unarmed),774418,East Precinct,22.813289574,,821519496,255146,Hispanic,Female,No,36.753015601,255146821519496,Aggressive,,,,,,,,Dispatched,,,,2017,1,1
,II,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,,,,,,,,-,Disturbance,DISTURBANCE - PRIORITY,,,December,,No weapon (unarmed),341081,East Precinct,1.466948250,,67519648,1633357,Hispanic,Female,No,18.351879756,163335767519648,Active,,,,,,,,Dispatched,,,,2017,1,1
,II,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,CEW,,,,,,,0000-0559,Disturbance,DISTURBANCE - PRIORITY,,,March,,No weapon (unarmed),949741,North Precinct,6,,107536618,529706,White,Male,Yes,23,108066324,Aggressive,Aggressive,,,,,,,Self-Initiated,,Yes,,2019,1,1
,II,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,Takedown,Resisted HC,,,,,,-,Disturbance,DISTURBANCE - PRIORITY,,,December,,No weapon (unarmed),341081,East Precinct,1.466948250,,67519648,612835,Hispanic,Male,No,18.321742770,61283567519648,Active,Active,Active,,,,,,Dispatched,,,,2017,1,1
,II,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,Takedown,Resisted HC,,,,,,-,Disturbance,DISTURBANCE - PRIORITY,,,December,Needle / Spit / Bodily Fluids,,713409,East Precinct,16.023108828,,67519648,612835,Hispanic,Male,No,18.321738965,61283567519648,Active,Active,Active,,,,,,Dispatched,,,,2017,1,1
,II,Arrest-Misdemeanor,Sunday,,,,K9,,,,,,,,0000-0559,Restraining Order Violation,RESTRAINING ORDER VIOLATION - PRIORITY,,,October,,No weapon (unarmed),903731,TOD,8,,700548764,554467,Black,Male,Yes,26,701103231,Active,,,,,,,,Dispatched,,,,2020,1,1
,II,Arrest-Misdemeanor,Sunday,,,,K9,,,,,,,,0000-0559,Suspicious,SUSPICIOUS - WITH WEAPON *H,,,February,,,916531,TOD,10,,626546134,603489,Black,Male,No,22,627149623,Active,,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2020,1,1
,II,Arrest-Misdemeanor,Sunday,,,,Less Lethal,,,,,,,,1800-2359,Robbery,ROBBERY - WITH WEAPON *H,Knife / Edged Weapon / Stabbing Instrument,,May,,,196561,Central Precinct,7,,67547128,465560,White,Female,Yes,34,68012688,Aggressive,,,,,,,,Dispatched,,,,2020,1,1
,II,Arrest-Misdemeanor,Sunday,,,,Less Lethal,,,,,,,,-,Disturbance,DISTURBANCE - WITH WEAPON *H,Knife / Edged Weapon / Stabbing Instrument,,December,,,468691,Central Precinct,6.068548326,,383519981,3801401,White,Male,Yes,28.780877093,3801401383519981,Aggressive,,,,,,,,Dispatched,,Yes,,2017,1,1
,II,Arrest-Misdemeanor,Sunday,,,,Less Lethal,Less Lethal,Less Lethal,,,,,,1200-1759,Threat,THREAT - WITH WEAPON *H,Knife / Edged Weapon / Stabbing Instrument,,March,,,1044050,Central Precinct,11.114311263,,230526410,521766,White,Male,Yes,23.881434551,521766230526410,Active,Active,Active,,,,,,Dispatched,,Yes,,2018,1,1
,II,Arrest-Misdemeanor,Sunday,,,,PFA,,,,,,,,-,Disturbance,DISTURBANCE - WITH WEAPON *H,Knife / Edged Weapon / Stabbing Instrument,,December,,,750920,Central Precinct,5.327245053e-05,,383519981,3801401,White,Male,Yes,28.780875190,3801401383519981,Aggressive,,,,,,,,Dispatched,,Yes,,2017,1,1
,II,Arrest-Misdemeanor,Sunday,,,,Resisted HC,,,,,,,,-,Disturbance,DISTURBANCE - PRIORITY,,,December,,No weapon (unarmed),1090651,East Precinct,6.568321918,,67519648,1633357,Hispanic,Female,No,18.351883562,163335767519648,Active,,,,,,,,Dispatched,,,,2017,1,1
,II,Arrest-Misdemeanor,Sunday,,,,Takedown,Resisted HC,,,,,,,-,Disturbance,DISTURBANCE - PRIORITY,,,December,,No weapon (unarmed),950240,East Precinct,10.864212329,,67519648,1633357,Hispanic,Female,No,18.351883562,163335767519648,Active,Active,,,,,,,Dispatched,,,,2017,1,1
,II,Arrest-Misdemeanor,Sunday,,,,Takedown,Resisted HC,,,,,,,-,Disturbance,DISTURBANCE - PRIORITY,,,December,Needle / Spit / Bodily Fluids,,990539,East Precinct,16.099821157,,67519648,612835,Hispanic,Male,No,18.321738965,61283567519648,Active,Active,,,,,,,Dispatched,,,,2017,1,1
,II,Arrest-Misdemeanor,Sunday,,,,Takedown,Resisted HC,Control Against Resistance,,,,,,-,Disturbance,DISTURBANCE - PRIORITY,,,November,,No weapon (unarmed),836731,East Precinct,1.813289574,,821519496,2027695,Hispanic,Male,No,14.714659437,2027695821519496,Active,Active,Active,,,,,,Dispatched,,,,2017,1,1
,II,Arrest-Misdemeanor,Sunday,,,,Takedown,Resisted HC,Control Against Resistance,,,,,,-,Disturbance,DISTURBANCE - PRIORITY,,,November,,No weapon (unarmed),551100,East Precinct,11.824248478,,821519496,2027695,Hispanic,Male,No,14.714659437,2027695821519496,Active,Active,Active,,,,,,Dispatched,,,,2017,1,1
,II,Arrest-Misdemeanor,Sunday,,,,Takedown (II and III),Control Against Resistance,,,,,,,0000-0559,Subject Stop,PERSON CONTACT (86),,,May,,No weapon (unarmed),1102751,Central Precinct,5.359178082,,324527351,3852293,Hispanic,Male,No,25.460547945,3245273513852293,Aggressive,Active,,,,,,,Self-Initiated,Yes,,,2018,1,1
,II,Arrest-Other Agency,Sunday,,,,K9,K9,,,,,,,0000-0559,Assist,ASSIST - CITIZEN OR AGENCY,,,September,,No weapon (unarmed),916531,TOD,9.214100076,,440528932,1262822,White,Male,Unknown,51.707250761,4405289321262822,Active,Active,,,,,,,Self-Initiated,,,,2018,1,1
,II,Arrest-Warrant,Sunday,,,,CEW,CEW,,,,,,,1800-2359,Area/Premise Check,PREMISE CHECK,,,April,,No weapon (unarmed),836731,East Precinct,4,,791546955,352193,Hispanic,Male,Yes,30,791899148,Aggressive,Active,,,,,,,Dispatched,,Yes,,2020,1,1
,II,Arrest-Warrant,Sunday,,,,Control Against Resistance,CEW,Takedown (II and III),CEW,CEW,Resisted HC,,,1200-1759,Welfare Check,WELFARE CHECK - COLD,,,September,,No weapon (unarmed),1049550,North Precinct,18,,734548625,399605,White,Male,Yes,31,734948230,Active,Aggressive,Active,Aggressive,Aggressive,Active,,,Dispatched,,,,2020,1,1
,II,Arrest-Warrant,Sunday,,,,Impact Muni,,,,,,,,1800-2359,Traffic Stop,TRAFFIC STOP,,,May,,,276171,East Precinct,2,,333537411,458062,White,Male,Yes,32,333995473,Active,,,,,,,,Self-Initiated,,,Weapon Present or reported but not used or threatened use,2019,1,1
,II,Arrest-Warrant,Sunday,,,,Less Lethal,,,,,,,,1200-1759,Behavioral Health,ECIT,,Yes,August,,,751121,East Precinct,3,,595548283,576983,White,Male,No,21,596125266,Aggressive,,,,,,,,Dispatched,,Yes,Weapon Present or reported but not used or threatened use,2020,1,1
,II,Arrest-Warrant,Sunday,,,,Less Lethal,,,,,,,,1800-2359,Traffic Stop,TRAFFIC STOP,,,May,,,915631,East Precinct,8,,333537411,458062,White,Male,Yes,32,333995473,Active,,,,,,,,Self-Initiated,,,Weapon Present or reported but not used or threatened use,2019,1,1
,II,Arrest-Warrant,Sunday,,,,PFA,,,,,,,,1800-2359,Traffic Stop,TRAFFIC STOP,,,May,,,1044050,East Precinct,12,,333537411,458062,White,Male,Yes,32,333995473,Active,,,,,,,,Self-Initiated,,,Weapon Present or reported but not used or threatened use,2019,1,1
,II,Arrest-Warrant,Sunday,,,,Resisted HC,,,,,,,,1200-1759,Welfare Check,WELFARE CHECK - COLD,,,September,,No weapon (unarmed),945541,North Precinct,11,,734548625,399605,White,Male,Yes,31,734948230,Aggressive,,,,,,,,Dispatched,,,,2020,1,1
,II,Arrest-Warrant,Sunday,,,,Resisted HC,,,,,,,,1800-2359,Area/Premise Check,PREMISE CHECK,,,April,,No weapon (unarmed),1085151,East Precinct,3,,791546955,352193,Hispanic,Male,Yes,30,791899148,Active,,,,,,,,Dispatched,,Yes,,2020,1,1
,II,Cite and Release,Sunday,,,,CEW,,,,,,,,1800-2359,Behavioral Health,ECIT,,Yes,January,,,750421,Central Precinct,1,,712555835,3551439,Hispanic,Male,No,28,716107274,Aggressive,,,,,,,,Dispatched,,Yes,Weapon Present or reported but not used or threatened use,2021,1,1
,II,Cite and Release,Sunday,,,,Control Against Resistance,,,,,,,,1200-1759,Burglary,BURGLARY - PRIORITY *H,,,February,,,170361,North Precinct,2,,962556087,360348,White,Male,No,33,962916435,Active,,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2021,1,1
,II,Cite and Release,Sunday,,,,Control Against Resistance,,,,,,,,1200-1759,Burglary,BURGLARY - PRIORITY *H,,,February,,,284070,North Precinct,13,,962556087,360348,White,Male,No,33,962916435,Active,,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2021,1,1
,II,Cite and Release,Sunday,,,,K9,,,,,,,,1200-1759,Burglary,BURGLARY - PRIORITY *H,,,February,,,903731,North Precinct,8,,962556087,360348,White,Male,No,33,962916435,Active,,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2021,1,1
,II,Cite and Release,Sunday,,,,Less Lethal,,,,,,,,1800-2359,Behavioral Health,ECIT,,Yes,January,,,819521,Central Precinct,11,,712555835,3551439,Hispanic,Male,No,28,716107274,Aggressive,,,,,,,,Dispatched,,Yes,Weapon Present or reported but not used or threatened use,2021,1,1
,II,Cite and Release,Sunday,,,,Less Lethal,,,,,,,,1800-2359,Behavioral Health,ECIT,Knife / Edged Weapon / Stabbing Instrument,,July,,,717111,East Precinct,3,,904547806,949397,White,Male,Yes,29,905497203,Aggressive,,,,,,,,Dispatched,,,,2020,1,1
,II,Cite and Release,Sunday,,,,PFA,,,,,,,,1200-1759,Burglary,BURGLARY - PRIORITY *H,,,February,,,1099247,,33,,962556087,360348,White,Male,No,33,962916435,Active,,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2021,1,1
,II,Detained and Released,Sunday,,,,Control Against Resistance,,,,,,,,-,Disturbance,DISTURBANCE - PRIORITY,,,November,,No weapon (unarmed),755219,East Precinct,18.248704338,,821519496,1843040,Hispanic,Female,No,18.476101598,1843040821519496,Active,,,,,,,,Dispatched,,,,2017,1,1
,II,Detained and Released,Sunday,,,,Control Against Resistance,,,,,,,,-,Disturbance,DISTURBANCE - PRIORITY,,,November,,No weapon (unarmed),755219,East Precinct,18.248782344,,821519496,255146,Hispanic,Female,No,36.752891933,255146821519496,Active,,,,,,,,Dispatched,,,,2017,1,1
,II,Detained and Released,Sunday,,,,Control Against Resistance,,,,,,,,-,Disturbance,DISTURBANCE - PRIORITY,,,November,,No weapon (unarmed),774418,East Precinct,22.813289574,,821519496,1843040,Hispanic,Female,No,18.476303272,1843040821519496,Aggressive,,,,,,,,Dispatched,,,,2017,1,1
,II,Detained and Released,Sunday,,,,Control Against Resistance,,,,,,,,-,Disturbance,DISTURBANCE - PRIORITY,,,November,,No weapon (unarmed),774418,East Precinct,22.813289574,,821519496,510039,Hispanic,Female,No,22.355755327,510039821519496,Active,,,,,,,,Dispatched,,,,2017,1,1
,II,Detained and Released,Sunday,,,,Control Against Resistance,Resisted HC,,,,,,,0000-0559,Missing Person,MISSING - PERSON ENDANGERED,,,December,,No weapon (unarmed),923231,East Precinct,1.333333333,,98529768,3997000,Hispanic,Male,No,14.827777778,985297683997000,Active,Aggressive,,,,,,,Self-Initiated,,,,2018,1,1
